"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","Condition_Id","hunter_story","prolific_id","q1","q2","q3","completed","crowdsourcing_code","crowdsourcing_subj_id","end_time","exp_subject_id","group_name","rec_session_id","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5e799448fb3c7055cdee5ecd","","","","yes","","","2022-05-18T14:37:45.000Z",428678,"group_1",484271,"session_1",1,"2022-05-18T14:35:54.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60c24c8ec01a8596ba5c8b85","","","","yes","","","2022-05-18T17:27:50.000Z",428790,"group_1",484411,"session_1",1,"2022-05-18T17:25:07.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5d75d01a871bc100183b4749","","","","yes","","","2022-05-18T19:21:50.000Z",428826,"group_1",484479,"session_1",1,"2022-05-18T19:12:19.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","59c6305e6a287600011c388d","","","","yes","","","2022-05-18T18:58:13.000Z",428813,"group_1",484457,"session_1",1,"2022-05-18T18:50:20.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","596e1af7a09655000197d4bb","","","","yes","","","2022-05-18T21:15:02.000Z",428875,"group_1",484549,"session_1",1,"2022-05-18T21:13:02.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5c076bc5e30c400001fc6f5a","","","","yes","","","2022-05-18T23:29:10.000Z",428887,"group_1",484573,"session_1",1,"2022-05-18T23:09:16.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6110d7ea72ac2b9522e224bd","","","","yes","","","2022-05-19T08:50:08.000Z",429088,"group_1",484860,"session_1",1,"2022-05-19T08:47:40.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6132e1c8bab771d0df6f3e9","","","","yes","","","2022-05-19T12:00:05.000Z",429223,"group_1",485030,"session_1",1,"2022-05-19T11:46:20.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6132e1c8bab771d0d0f6f3e9","","","","yes","","","2022-05-19T12:06:29.000Z",429245,"group_1",485052,"session_1",1,"2022-05-19T12:02:16.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6171bb82253ee2b53418591b","","","","yes","","","2022-05-19T21:29:19.000Z",429597,"group_1",485507,"session_1",1,"2022-05-19T21:26:39.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5753094eae5241000659cac4","","","","yes","","","2022-05-20T00:23:44.000Z",429636,"group_1",485567,"session_1",1,"2022-05-20T00:19:20.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5753094eae5241000659cac4","","","","yes","","","2022-05-20T00:28:13.000Z",429639,"group_1",485571,"session_1",1,"2022-05-20T00:26:03.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","61077215a30dbd874310f1cb","","","","yes","","","2022-05-20T02:43:34.000Z",429658,"group_1",485592,"session_1",1,"2022-05-20T02:34:22.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5d61cd67d882d6001ab29af3","","","","yes","","","2022-05-20T04:26:55.000Z",429668,"group_1",485605,"session_1",1,"2022-05-20T04:23:16.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5dd3cfb7b103ee3b428185b2","","","","yes","","","2022-05-20T14:41:04.000Z",429995,"group_1",485976,"session_1",1,"2022-05-20T14:37:21.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5dc3841029bf8929c19e2863","","","","yes","","","2022-05-20T14:46:03.000Z",430003,"group_1",485984,"session_1",1,"2022-05-20T14:43:07.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","5e799448fb3c7055cdee5ecd","","","","yes","","","2022-05-21T19:12:53.000Z",430388,"group_1",486523,"session_1",1,"2022-05-21T19:08:01.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","55883b3efdf99b4021921cb9","","","","yes","","","2022-05-23T14:19:12.000Z",430953,"group_1",487340,"session_1",1,"2022-05-23T14:15:57.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60f0dcbc59e623de37ddc745","","","","yes","","","2022-05-24T06:50:22.000Z",431242,"group_1",487696,"session_1",1,"2022-05-24T06:46:43.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","60f0dcbc59e623de37ddc745","","","","yes","","","2022-05-24T06:52:38.000Z",431243,"group_1",487698,"session_1",1,"2022-05-24T06:50:43.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","610896842809a23ed3b9fbfa","","","","yes","","","2022-05-24T13:28:37.000Z",431475,"group_1",487969,"session_1",1,"2022-05-24T13:24:19.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","610ca1ebc287c0cb9a507a1f","","","","yes","","","2022-05-24T14:26:27.000Z",431515,"group_1",488021,"session_1",1,"2022-05-24T14:12:53.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","6094c0e7af94737806eca8f2","","","","yes","","","2022-05-25T05:35:51.000Z",431747,"group_1",488322,"session_1",1,"2022-05-25T05:30:27.000Z","","","","not measured","",true
1,"block_1",1,"task_1","1","1","1","blockNr_1_taskNr_1_trialNr_1_hunter_story.mp3","61076ecdd55682c60fa80334","","","","yes","","","2022-05-26T15:08:06.000Z",432743,"group_1",489754,"session_1",1,"2022-05-26T15:04:54.000Z","","","","not measured","",true
